Title,Creator,AgeRecommendation,Active,Favorites,Visits,VoiceChat,Camera,Created,Updated,ServerSize,Genre,Likes,Dislikes
Insane Elevator!,Digital Destruction,Ages 9+,2861,1284964,1.1B+,Not Supported,Not Supported,10/12/2019,5/19/2023,24,Survival,205K+,34K+
Insomnia (Horror),ZeRoCIient,All Ages,229,314467,16.8M+,Supported,Not Supported,5/6/2024,10/1/2024,20,Adventure,26K+,6539
Island of Move,Roblox Build It,All Ages,35,413293,70.0M+,Not Supported,Not Supported,7/8/2020,3/18/2022,20,Simulation,49K+,7700
Isles of Ravos 🐲 RP,Isles of Ravos,All Ages,2260,33751,3.8M+,Supported,Not Supported,9/26/2024,11/4/2024,30,N/A,9014,574
Jailbreak 🍁,Badimo,All Ages,13876,18274552,7.1B+,Supported,Supported,1/7/2017,10/23/2024,28,Action,5M+,770K+
JOLLIBEE BARRY'S PRISON RUN! (OBBY),@BOATFLY2,All Ages,31,174479,1.4M+,Supported,Supported,4/2/2024,8/29/2024,14,N/A,83,49
Jujutsu Shenanigans,@AlsoNot_Tze,Ages 13+,60824,964482,1.0B+,Supported,Not Supported,4/17/2022,11/3/2024,20,Action,769K+,136K+
Jurassic Blocky,Jurassic Blocky,All Ages,486,50295,13.2M+,Not Supported,Not Supported,11/25/2022,10/27/2024,15,Roleplay &amp; Avatar Sim,23K+,4057
Just a Rope Bridge,@tallywally,Ages 9+,748,200819,188.3M+,Not Supported,Not Supported,3/24/2021,6/30/2024,10,Action,35K+,24K+
Just Build!,Awesome Fun Games,All Ages,1061,334446,5.1M+,Supported,Supported,10/1/2024,10/30/2024,8,N/A,6463,463
just daytona. (9 NEW CARS),@vouthin,All Ages,752,113015,47.3M+,Supported,Not Supported,2/19/2022,10/11/2024,15,Simulation,32K+,5582
Karate Fight Simulator 🥋,Pentomoon,All Ages,226,460160,17.1M+,Not Supported,Not Supported,8/17/2023,10/10/2024,8,Simulation,18K+,1437
Kart Racing Simulator,OwlVision,All Ages,340,929001,15.4M+,Supported,Supported,7/4/2024,11/4/2024,8,Simulation,173K+,3407
KAT,@Fierzaa,All Ages,685,4175688,1.4B+,Not Supported,Not Supported,1/21/2017,9/21/2024,14,Action,1M+,223K+
Kill Realistic NPCs simulator [🌪️],Projexus,Ages 13+,214,8112,878.0K+,Supported,Supported,8/24/2024,11/3/2024,3,N/A,1694,532
Kill Streak💀,High Effort Projects,Ages 9+,339,492630,13.2M+,Supported,Not Supported,4/4/2023,11/2/2024,35,Action,28K+,10K+
Kitten Game 🐾,@Bro_IsThisReal,All Ages,4578,376775,268.7M+,Not Supported,Not Supported,5/19/2023,11/4/2024,40,Roleplay &amp; Avatar Sim,123K+,11K+
Kitten Game 🐾|@Bro_IsThisReal|All Ages|5724|377375|269.4M+|Not Supported|Not Supported|5/19/2023|11/5/2024|40|Roleplay &amp; Avatar Sim|123K+|11K+||11/05/2024 21:56:16,,,,,,,,,,,,,
Kitty All Maps,GabStudio,All Ages,544,2001979,1.4B+,Supported,Not Supported,5/8/2020,9/23/2024,6,Survival,411K+,66K+
Knock the Blocks,@Ryguy903,All Ages,969,14826,12.5M+,Supported,Not Supported,7/9/2024,11/2/2024,20,Survival,4406,3800
Kohaú Hibachi Restaurant,Kohaú,All Ages,306,222970,40.5M+,Not Supported,Not Supported,11/14/2019,11/4/2024,60,Roleplay &amp; Avatar Sim,66K+,17K+
Korean BBQ Restaurant! [Preparing for a remake...],다양한 음식점들,All Ages,104,631397,85.3M+,Not Supported,Not Supported,2/22/2021,10/19/2024,30,Roleplay &amp; Avatar Sim,108K+,7736
KTV  [DEMO],@CocoFocalors,All Ages,0,0,183,Supported,Supported,6/23/2024,7/23/2024,50,N/A,5,0
Last To Leave,Boomerang Studios,All Ages,980,469142,503.5M+,Supported,Not Supported,12/21/2021,10/15/2024,60,Party &amp; Casual,154K+,62K+
Last To Leave|Boomerang Studios|All Ages|1108|469292|503.8M+|Supported|Not Supported|12/21/2021|10/15/2024|60|Party &amp; Casual|154K+|62K+||11/05/2024 21:55:54,,,,,,,,,,,,,
Launch Into Space Simulator,Basket Space,All Ages,532,136799,56.8M+,Not Supported,Not Supported,12/3/2023,11/3/2024,8,Simulation,338K+,8154
Laundry Simulator,Dev House UK,All Ages,1246,1519300,433.0M+,Supported,Not Supported,1/27/2021,11/3/2024,8,Simulation,445K+,58K+
LAVA Game 🔥|Big Banana Games!|All Ages|476|2913697|44.6M+|Not Supported|Supported|2/4/2024|11/5/2024|30|Survival|14K+|3753||11/05/2024 21:56:01,,,,,,,,,,,,,
Legends Arena,Play Fusion Faceoff,Ages 9+,733,228930,44.5M+,Supported,Not Supported,1/13/2024,10/30/2024,15,Action,133K+,4771
Legends Battlegrounds,Arts of Vermillion,Ages 9+,6927,143714,62.8M+,Supported,Not Supported,11/5/2023,11/4/2024,15,Action,87K+,20K+
Legends Of Speed ⚡,Scriptbloxian Studios,All Ages,2300,3628108,1.7B+,Not Supported,Not Supported,4/22/2019,3/16/2024,15,Simulation,1M+,96K+
LewisLife 🏡 RP [Free UGC],ARKverse,All Ages,1672,3003978,218.8M+,Supported,Not Supported,2/20/2022,11/2/2024,30,Roleplay &amp; Avatar Sim,33K+,8204
LifeCraft🌳🌿 (Like Minecraft)|Minerap Studios|All Ages|98|106385|994.8K+|Supported|Supported|6/6/2024|7/9/2024|19|N/A|440|152||11/05/2024 21:56:21,,,,,,,,,,,,,
LifeTogether 🏠 RP (UPDATE 33),Cinnamon Software,All Ages,41972,3383093,1.1B+,Not Supported,Not Supported,7/6/2023,11/3/2024,28,Roleplay &amp; Avatar Sim,410K+,32K+
Like or Pass,Crazy Real Games,All Ages,10473,51068,38.5M+,Supported,Supported,9/14/2024,11/4/2024,28,Party &amp; Casual,31K+,9874
Livetopia 🎃 Halloween,Century Makers,All Ages,8663,28344345,4.7B+,Not Supported,Not Supported,4/28/2021,11/1/2024,17,Roleplay &amp; Avatar Sim,1M+,137K+
LOCOfficial!,Rawblocky,All Ages,2480,833473,205.0M+,Supported,Not Supported,1/18/2022,10/25/2024,50,Strategy,211K+,29K+
Logo Block Race,Rhydac Fans,All Ages,956,9569460,68.5M+,Supported,Supported,3/10/2024,11/4/2024,12,Sports &amp; Racing,16K+,2870
Logo Race!,Guessing Games Fan Club,All Ages,776,2483041,33.2M+,Not Supported,Supported,4/18/2024,10/6/2024,40,Party & Casual,172K+,6087
Lucky Avatars! [Outfits Catalog] ,@silky_dev,All Ages,660,2186320,41.3M+,Supported,Supported,10/2/2023,10/27/2024,20,Shopping,4194,1256
Luigi's Cafe &amp; Restaurant,Ultraw Games,All Ages,52,208471,56.2M+,Not Supported,Not Supported,3/29/2020,10/14/2023,35,Roleplay &amp; Avatar Sim,48K+,7595
Mad City: Chapter 1,Schwifty Studios,Ages 13+,1412,13296,4.3M+,Not Supported,Supported,9/27/2024,10/1/2024,28,N/A,8219,657
Mad City: Chapter 2,Schwifty Studios,Ages 9+,585,5841728,2.5B+,Supported,Not Supported,12/3/2017,10/1/2024,32,Action,1M+,363K+
Madi's Wardrobe,@sinhaleseunit,Ages 9+,563,21302,2.6M+,Not Supported,Not Supported,7/6/2024,10/27/2024,1,N/A,8267,1772
MAKE EVERYONE BALD TYCOON [HARDCORE 😤],Badass Experiences,All Ages,1473,70910,12.9M+,Supported,Not Supported,8/21/2024,10/17/2024,10,Simulation,123K+,3803
Mall Tycoon,Grandma's Favourite Games,All Ages,500,1228117,398.1M+,Not Supported,Not Supported,9/26/2020,2/12/2024,6,Simulation,389K+,28K+
Maple County  FALL UPDATE,Central Roleplay | Community,Ages 13+,296,85958,5.1M+,Supported,Not Supported,1/1/2022,11/4/2024,40,Roleplay &amp; Avatar Sim,19K+,1694
Marvel and DC Super Heroes,@hhjhhjhh10,Ages 9+,1592,618895,695.0M+,Supported,Not Supported,12/25/2020,10/14/2024,60,Action,153K+,76K+
Math Answer or Die,BlueFishStudio,All Ages,1093,130526,240.8M+,Not Supported,Not Supported,2/6/2023,4/14/2024,8,Party &amp; Casual,47K+,12K+
Math Boxing 🍎,club XOX,All Ages,91,15089,15.6M+,Not Supported,Not Supported,6/28/2023,1/3/2024,22,Party &amp; Casual,7656,3843
Math Tower Race,Team Ry LLC,All Ages,3549,44917,55.2M+,Supported,Not Supported,5/22/2024,11/3/2024,8,Party &amp; Casual,24K+,2912
McDonald's Restaurant 🙂🍔🍟,@jackmatthew08,All Ages,0,5,1024,Not Supported,Not Supported,7/19/2024,7/19/2024,200,N/A,1,1
Meme Race 😂 ,Box7! Studios,All Ages,620,226649,6.8M+,Not Supported,Not Supported,8/3/2024,11/2/2024,24,Simulation,14K+,690
Mental [HORROR],RootPart Studios,All Ages,466,2116393,22.5M+,Supported,Not Supported,4/4/2024,10/26/2024,15,Survival,63K+,12K+
Merge Toy,Merge Empire,Ages 9+,2196,12915,4.0M+,Not Supported,Not Supported,8/29/2024,11/1/2024,9,Simulation,9561,2040
Metro Life 🎃 City RP,Century Creators,All Ages,20888,24593680,1.0B+,Supported,Supported,4/3/2023,11/1/2024,23,Roleplay &amp; Avatar Sim,177K+,26K+
MIC UP 🔊,Wild Roleplay,All Ages,6974,644823,481.8M+,Supported,Supported,5/30/2021,11/3/2024,50,Social,308K+,59K+
Midnight Burger [HORROR],Elevated Horror,All Ages,767,462204,27.5M+,Supported,Supported,6/11/2024,10/31/2024,25,Adventure,54K+,8716
Midnight Motel [HORROR],the m devs,All Ages,495,125416,24.4M+,Supported,Supported,5/20/2024,10/7/2024,44,Survival,71K+,7285
Midnight Station [HORROR],Elevated Horror,All Ages,656,646939,49.6M+,Supported,Supported,6/4/2024,10/22/2024,25,Adventure,71K+,7878
Minecraft|lamp.|All Ages|615|812|769.8K+|Not Supported|Not Supported|10/19/2024|11/4/2024|20|N/A|139|75||11/05/2024 21:55:56,,,,,,,,,,,,,
MMV,@puppy79ka,All Ages,47,215465,3.7M+,Supported,Supported,10/30/2024,11/3/2024,12,N/A,3488,312
Money Clicker Inc,AA Simulators,All Ages,959,10874,2.6M+,Not Supported,Supported,7/9/2024,11/1/2024,16,Simulation,4901,905
Money Simulator Z,AA Simulators,All Ages,2206,36578,8.2M+,Not Supported,Not Supported,7/16/2023,11/2/2024,12,Simulation,26K+,1699
Monster [HORROR],Astra's Army,All Ages,144,43176,2.7M+,Supported,Supported,7/18/2024,10/11/2024,15,Adventure,9339,2246
Monster Slayer,Starverse Games,All Ages,1198,4127,2.8M+,Supported,Not Supported,1/27/2024,11/4/2024,8,N/A,2105,380
Mo's Academy,@SamsonXVI,All Ages,366,139101,134.2M+,Supported,Not Supported,2/25/2022,12/6/2023,50,Adventure,25K+,10K+
MPS 4-a-side,MPS Studiоs,All Ages,106,270498,30.2M+,Supported,Not Supported,5/14/2023,10/14/2024,8,Sports &amp; Racing,13K+,2913
Multicrew Tank Combat 4,Grand Hawk Studios,Ages 9+,1008,187781,47.9M+,Supported,Supported,5/2/2022,11/2/2024,48,Action,69K+,13K+
Murder Drones: Reassembled  [RP] BETA ,Silvereye Studios,All Ages,584,72766,12.9M+,Not Supported,Not Supported,5/6/2023,11/4/2024,25,Roleplay &amp; Avatar Sim,21K+,1193
Murder Mystery 2,@Nikilis,Ages 13+,130521,19344438,18.4B+,Supported,Supported,1/18/2014,10/21/2024,12,Survival,8M+,790K+
MURDER MYSTERY! Emergency Response: Liberty County,Police Roleplay Community,Ages 9+,9953,2490127,1.0B+,Supported,Supported,11/1/2018,11/3/2024,40,Roleplay &amp; Avatar Sim,961K+,93K+
Murder Party,PlayMake,All Ages,580,1050056,693.8M+,Not Supported,Not Supported,8/25/2020,5/11/2023,12,Survival,257K+,71K+
Murderers vs Sheriffs 2,Murderers vs Sheriffs 2,Ages 9+,2291,50918,73.3M+,Supported,Supported,5/13/2023,11/2/2024,16,Shooter,18K+,6419
Murderers VS Sheriffs Duels,Red21 Games,All Ages,14421,680409,1.0B+,Supported,Not Supported,2/2/2023,10/28/2024,41,Action,304K+,57K+
Music Hall Baseplate talk,@peIotinoxdxdxdxdxd,All Ages,59,363,177.3K+,Supported,Not Supported,5/27/2022,11/2/2024,50,N/A,108,51
My Little Pony Tycoon,SouperCat Games,Ages 9+,1442,71687,12.7M+,Supported,Not Supported,8/27/2024,11/1/2024,8,Simulation,11K+,1097
My Perfect School,ObbyCode,All Ages,902,7830,14.0M+,Supported,Supported,7/30/2024,8/25/2024,6,Simulation,1329,2342
My Pet Rock,Googly Games!,All Ages,630,22079,6.0M+,Not Supported,Supported,10/4/2024,11/2/2024,20,N/A,5752,2810
My Prison,Windburst,All Ages,624,460429,119.9M+,Supported,Supported,7/5/2022,11/3/2024,6,Simulation,159K+,25K+
My Restaurant Z! 👨‍🍳,@CoderJoeyLol,All Ages,9,1096,581.4K+,Not Supported,Not Supported,1/10/2024,1/10/2024,50,N/A,351,163
My Restaurant! 👨‍🍳,BIG Games™,All Ages,1636,2643909,825.0M+,Supported,Not Supported,12/6/2019,10/23/2024,10,Simulation,1M+,96K+
My Toilet 🚽,A Lot of Effort Studios.,All Ages,3962,424942,6.0M+,Supported,Supported,6/29/2024,11/3/2024,6,N/A,20K+,1830
Name or Die,Ming's Pick,All Ages,663,57147,52.2M+,Supported,Not Supported,11/15/2023,9/21/2024,16,Party &amp; Casual,16K+,5080
NanndoHaven Brookhaven RP DO NOT PLAY VERY SCARY,@ImNewTrop,All Ages,28,1700,2.8M+,Not Supported,Supported,12/25/2023,11/1/2024,15,N/A,287,1553
Natural Disaster Survival,@Stickmasterluke,All Ages,11380,10624391,3.1B+,Supported,Supported,3/29/2008,10/12/2024,30,Survival,3M+,382K+
Naval Warfare,@l_11I,Ages 9+,1163,1134204,448.5M+,Supported,Not Supported,8/13/2018,10/31/2024,60,Shooter,327K+,40K+
NBA Playgrounds: Basketball Hoops Arcade,Saber Interactive,All Ages,15,5204,3.6M+,Supported,Not Supported,8/23/2023,4/6/2024,30,Sports &amp; Racing,866,466
NEW🌟 Horse Life 🐎,Sonar Studios,All Ages,5498,1308894,113.1M+,Not Supported,Not Supported,12/21/2023,11/2/2024,45,Roleplay &amp; Avatar Sim,297K+,9014
NewSmith🏠RP Update 13!,ARKverse office,All Ages,3715,428720,43.0M+,Not Supported,Not Supported,3/4/2024,11/3/2024,25,Roleplay &amp; Avatar Sim,32K+,2714
nico's nextbots ,nico's stu,Ages 9+,897,2015369,538.8M+,Supported,Not Supported,7/5/2022,11/4/2024,35,Survival,680K+,58K+
Nitro Car 🎃,@TypStef,All Ages,1292,3115257,53.4M+,Supported,Supported,5/23/2024,11/4/2024,10,Simulation,14K+,1971
Noob Army Tycoon,Thinking Project,Ages 9+,774,1161365,329.1M+,Supported,Supported,4/4/2021,10/29/2024,6,Simulation,485K+,43K+
Noobs in Combat v5.6,Scuffed projects,All Ages,407,207193,156.2M+,Not Supported,Not Supported,9/25/2020,10/13/2024,150,Strategy,77K+,10K+
شاليه هات وهات,@karzmh_15,All Ages,1,2,10.0K+,Not Supported,Supported,9/29/2024,9/30/2024,13,N/A,3,10
Obby but you are spiderman,Cool Little Games,All Ages,1036,1889,1.7M+,Not Supported,Supported,9/30/2024,11/3/2024,12,N/A,296,829
Obby But You Can't Jump,Super Obbys :3,All Ages,565,15587857,310.9M+,Supported,Not Supported,5/3/2023,10/8/2024,25,Obby &amp; Platformer,117K+,25K+
Obby Creator,Whirlpool Studio,All Ages,2107,906604,433.5M+,Supported,Not Supported,3/2/2019,10/27/2024,20,Simulation,250K+,64K+
Off-Roading Epic🎃,Off-Roading Epic Community,All Ages,1547,2690976,123.0M+,Supported,Not Supported,2/9/2021,10/31/2024,15,Simulation,89K+,9574
Ohio. 🎃,DevvGames,Ages 9+,1220,366989,205.5M+,Supported,Supported,8/12/2021,11/4/2024,40,Action,370K+,42K+
Order Up!,@TXYW1,All Ages,24,25343,2.0M+,Not Supported,Not Supported,12/25/2023,10/16/2024,40,Simulation,3041,523
PANIK,Panik.,Ages 9+,510,521735,252.0M+,Supported,Not Supported,1/11/2022,10/9/2024,40,Survival,122K+,22K+
Paradise 🏠 RP,Cazeby,All Ages,2903,8678606,299.2M+,Supported,Supported,5/13/2023,10/30/2024,20,Roleplay &amp; Avatar Sim,117K+,12K+
Paresan Ni Diwata [Hangout Game],Pepino Studio,All Ages,38,12318,7.3M+,Supported,Supported,4/7/2024,11/3/2024,50,Social,4591,682
Parkour Civilization [OBBY],Parkour Civilization,All Ages,411,131262,2.0M+,Not Supported,Supported,10/5/2024,11/4/2024,35,N/A,2242,5988
Parkour Run!,GamesReborn Fun,All Ages,624,568490,426.4M+,Not Supported,Not Supported,5/14/2021,9/12/2024,20,Obby &amp; Platformer,102K+,29K+
People Gumball Machine (NEW),SoundTrackZack,All Ages,324,114,436.1K+,Not Supported,Supported,6/21/2024,10/16/2024,20,N/A,29,20
Peroxide,[Peroxide],Ages 13+,3297,587511,294.0M+,Supported,Not Supported,3/14/2022,11/4/2024,20,RPG,358K+,35K+
PET PARTY 🎉,club XOX,All Ages,1790,193888,410.6M+,Not Supported,Not Supported,11/8/2022,10/30/2024,21,Roleplay &amp; Avatar Sim,73K+,27K+
Pet Simulator 99! 🌍,BIG Games Pets,All Ages,58946,1494509,1.5B+,Supported,Not Supported,2/5/2022,11/4/2024,10,Simulation,2M+,107K+
Pet Simulator 99! Modded 🌎,99 Modded,All Ages,12,142,40.1K+,Not Supported,Supported,10/11/2024,11/3/2024,12,N/A,61,39
Pet Simulator X! 🐾,BIG Games Pets,All Ages,3010,5999311,8.8B+,Supported,Not Supported,1/23/2021,10/16/2024,12,Simulation,4M+,388K+
PETS GO! ✨,BIG Games Pets,All Ages,159884,222452,213.7M+,Supported,Not Supported,8/11/2024,11/4/2024,8,N/A,313K+,24K+
Phenom,@Strafing,All Ages,70,159824,101.1M+,Supported,Not Supported,1/22/2017,7/18/2024,8,Sports &amp; Racing,39K+,12K+
PHIGHTING! [ALPHA],boggio,Ages 9+,643,256205,28.7M+,Not Supported,Not Supported,7/23/2021,11/2/2024,12,Action,95K+,6257
Pick a Slide [Backrooms],@Chukles82,Ages 9+,488,3650694,117.8M+,Not Supported,Not Supported,10/18/2022,6/17/2024,20,Party &amp; Casual,18K+,14K+
Pick A Song,Better Song,All Ages,1591,16722,8.1M+,Supported,Not Supported,8/26/2024,10/5/2024,16,Action,6425,913
Pilfering Pirates,@Pseudosuper,Ages 9+,3983,1225418,879.1M+,Supported,Not Supported,12/19/2020,11/3/2024,20,Action,240K+,45K+
Pilot Training Flight Simulator,@Orange12345,All Ages,2245,1468847,459.9M+,Supported,Not Supported,1/4/2010,10/23/2024,20,Simulation,604K+,48K+
Pinoy RP HangOut,Pinoy RP HangOut,All Ages,116,42357,22.4M+,Supported,Supported,3/24/2022,11/2/2024,50,Roleplay &amp; Avatar Sim,11K+,1725
Pixel Tower Defense,Red Spyder,All Ages,1241,185239,22.0M+,Supported,Supported,1/11/2024,11/3/2024,24,Strategy,73K+,2623
PLS DONATE BUT INFINITE 💸,FE!N Studio,All Ages,709,7007251,77.2M+,Supported,Supported,10/5/2023,11/1/2024,24,Social,153K+,8426
PLS DONATE 💸,@haz3mn,All Ages,14654,3072226,2.8B+,Supported,Supported,2/5/2022,10/29/2024,28,Social,2M+,172K+
Pokémon Advanced [NEW CODE ] ,@ProjectAdvanced0,All Ages,142,3781,635.5K+,Not Supported,Supported,10/8/2024,10/8/2024,17,N/A,515,297
Pokemon Brick Bronze,@BWRun16,All Ages,124,114,20.1K+,Not Supported,Supported,10/31/2024,11/3/2024,50,N/A,60,7
Pop It Trading ✨,club XOX,All Ages,1268,2114988,729.4M+,Not Supported,Not Supported,8/28/2021,11/2/2024,22,Simulation,198K+,47K+
Power-Up Soccer,Maestro Mind,All Ages,561,4730,1.7M+,Supported,Supported,1/30/2024,11/3/2024,12,Sports &amp; Racing,1284,296
PRANK THE TEACHER 🤮,FAIR GAMES STUDIO,Ages 9+,668,1022897,10.9M+,Not Supported,Supported,6/24/2024,11/3/2024,15,N/A,10K+,1622
Pressure Wash Simulator 2,Small World Games - Tycoons!,All Ages,657,165106,57.2M+,Supported,Not Supported,11/16/2022,8/13/2024,8,Simulation,283K+,14K+
Prison Life,@Aesthetical,Ages 9+,1354,5545559,2.4B+,Not Supported,Not Supported,5/2/2014,2/8/2024,24,Roleplay &amp; Avatar Sim,1M+,224K+
Public Bathroom,Behaviour Interactive LTD.,All Ages,2025,360789,3.5M+,Supported,Supported,10/12/2024,10/12/2024,75,N/A,914,1317
Pull a Friend [2 Players] [🎃HALLOWEEN],Pull a Friend,All Ages,1595,491397,225.7M+,Supported,Supported,3/2/2024,10/21/2024,14,Obby &amp; Platformer,48K+,22K+
Pull a Sword,xFrozen Obbys,All Ages,5789,388549,217.0M+,Not Supported,Not Supported,6/22/2023,11/3/2024,8,Simulation,983K+,25K+
Pull Up Simulator,Mega Simulator Games!,All Ages,1093,5762374,80.9M+,Not Supported,Not Supported,10/16/2023,10/31/2024,10,Simulation,476K+,10K+
Punch Wall Simulator,Punch Wall Sim,All Ages,355,226702,171.5M+,Not Supported,Not Supported,3/21/2023,10/19/2024,7,Simulation,282K+,14K+
Put A Finger Down!,Vue Interactive,All Ages,449,160184,40.5M+,Not Supported,Not Supported,1/3/2022,8/23/2024,6,Party &amp; Casual,24K+,5754
Racing With Cars,Abdimaalik122 group,All Ages,12,316,1.3M+,Supported,Supported,4/20/2023,10/26/2024,15,Simulation,76,100
Radiant Residents,@UmmmOkayWhat,Ages 9+,535,438390,89.4M+,Supported,Not Supported,7/4/2023,11/3/2024,50,Survival,94K+,9117
Rags To Riches🤑,Keep On Rising Studios,All Ages,1073,8417,1.3M+,Supported,Supported,7/31/2024,11/2/2024,20,N/A,19K+,602
Rainbow Friends,Roy &amp; Charcle,All Ages,10097,3196502,3.7B+,Not Supported,Not Supported,11/14/2021,5/22/2024,50,Adventure,1M+,278K+
raise a floppa ,FLOPPA#1,All Ages,493,1118907,209.7M+,Supported,Not Supported,3/27/2022,8/3/2022,1,Simulation,655K+,68K+
Randomizer,TheBuliderMC's Group!,Ages 9+,993,606244,130.4M+,Supported,Not Supported,7/8/2020,11/4/2024,20,Action,216K+,46K+
Rap Battles!🎤 ,Osyriss Studios,All Ages,193,7908,3.4M+,Not Supported,Not Supported,10/3/2020,10/16/2024,15,Party &amp; Casual,2397,1153
Rate My Avatar,Names Are Not Important,All Ages,1412,461199,285.5M+,Supported,Not Supported,4/21/2021,1/28/2023,50,Social,188K+,36K+
Ray's Mod,dreamy™,Ages 13+,869,842900,240.9M+,Supported,Not Supported,5/1/2020,11/1/2024,25,Simulation,250K+,33K+
Realistic Car Driving™,@Ferdi26,All Ages,392,1886915,85.0M+,Supported,Supported,10/15/2020,11/1/2024,16,Simulation,199K+,22K+
Realistic Hand RP 🖐🍩😋 [UPDATE],Blοx Universe,Ages 9+,1472,763436,399.7M+,Supported,Supported,7/19/2021,11/4/2024,30,N/A,163K+,24K+
Realistic Ragdoll Physics,@DozenGarlic,Ages 9+,1255,383035,271.6M+,Supported,Supported,1/27/2021,11/4/2024,50,Simulation,92K+,19K+
Realistic Street Soccer (3 on 3),The Builder's Legion,All Ages,7827,217396,361.2M+,Supported,Not Supported,8/5/2023,10/28/2024,8,Sports &amp; Racing,118K+,27K+
Really Easy Obby! 🌈,05kz,All Ages,3004,81658,227.7M+,Not Supported,Not Supported,1/7/2022,10/30/2024,15,Obby &amp; Platformer,10K+,5482
Reborn As Swordsman,Weapon Kingdom,All Ages,4870,1399082,60.8M+,Supported,Not Supported,4/2/2024,11/4/2024,10,Simulation,173K+,5571
Red Light Green Light (FIX),slugfo,All Ages,1603,1596487,981.2M+,Supported,Not Supported,9/23/2021,10/5/2024,100,Party & Casual,376K+,99K+
Redcliff City 🏡RP,Redcliff City RP,All Ages,3797,802744,835.8M+,Supported,Not Supported,12/27/2021,11/1/2024,24,Roleplay &amp; Avatar Sim,177K+,25K+
Refinery Caves 2 🎃,Zik's Dev Team,All Ages,433,16002,1.8M+,Supported,Not Supported,1/19/2023,11/4/2024,8,N/A,8381,2607
Regretevator [ ELEVATOR SIMULATOR ],The Axolotl Sun,All Ages,10008,615417,114.2M+,Supported,Not Supported,5/2/2020,11/3/2024,10,Party &amp; Casual,229K+,22K+
Restaurant Business,BlockTurns,All Ages,23,13400,1.7M+,Not Supported,Not Supported,4/8/2024,11/3/2024,6,Simulation,3743,1233
Restaurant Tycoon,@Ultraw,All Ages,53,2744358,399.6M+,Not Supported,Not Supported,4/27/2017,1/5/2023,5,Simulation,791K+,61K+
Restaurant Tycoon 2,@Ultraw,All Ages,5610,3929535,1.3B+,Supported,Not Supported,7/1/2019,11/2/2024,9,Simulation,1M+,92K+
Ride a Cart Simulator,OOP Studio,All Ages,932,221601,142.9M+,Supported,Not Supported,8/1/2023,10/6/2024,12,Simulation,482K+,25K+
Rise of Nations,@Hyperant,All Ages,1825,529358,232.3M+,Not Supported,Not Supported,11/15/2018,10/11/2024,100,Strategy,231K+,32K+
Ro-Ball Basketball,@GoldenCloudLining,All Ages,0,54,66.8K+,Not Supported,Not Supported,10/3/2022,7/12/2024,4,N/A,31,59
RO-BOXING 🥊,RO-BOXING Official Group,Ages 9+,31,344902,52.6M+,Not Supported,Not Supported,1/21/2018,8/29/2024,30,Action,107K+,27K+
RODOGRAU SP ,Alb Studios OFC,All Ages,344,186081,163.9M+,Supported,Not Supported,5/13/2020,9/24/2024,15,Simulation,44K+,6941
Rogue Demon,TS Industries.,Ages 13+,1173,610834,530.9M+,Supported,Not Supported,3/15/2022,11/4/2024,30,Action,321K+,71K+
RogueBlade halloween,@CaveiraEdgy,All Ages,548,21480,2.7M+,Not Supported,Not Supported,4/16/2023,11/4/2024,16,N/A,7156,640
RUSHED OUT!,PETER Corp,All Ages,1061,65666,4.2M+,Supported,Not Supported,6/26/2024,11/3/2024,40,N/A,12K+,1245
Saber Battle Simulator,Broken Wand Studios,All Ages,127,952803,15.7M+,Not Supported,Supported,4/30/2024,7/28/2024,10,Simulation,86K+,1941
Saber Showdown,Nova Wave Games,Ages 9+,1163,396129,198.8M+,Not Supported,Not Supported,2/27/2023,10/26/2024,25,Action,329K+,28K+
Sakura Stand,Sakura Pro Max,All Ages,949,271780,255.4M+,Supported,Not Supported,1/14/2022,11/3/2024,20,Action,139K+,34K+
Salon de Fiestas,@Lweece,All Ages,2801,349067,237.9M+,Not Supported,Supported,2/7/2021,11/4/2024,80,Social,109K+,15K+
Sanity [HORROR],Revertable,Ages 13+,25,871,34.9K+,Supported,Not Supported,10/21/2022,11/4/2024,30,N/A,139,55
SAVE OR KILL|Badass Experiences|All Ages|2542|235084|122.1M+|Supported|Not Supported|10/29/2023|11/4/2024|75|Party &amp; Casual|100K+|27K+||11/05/2024 21:56:46,,,,,,,,,,,,,
Scary Elevator😨 [Survive the Killers!],@MrNotSoHERO,Ages 9+,398,1752983,417.0M+,Not Supported,Not Supported,2/7/2009,11/2/2024,19,Survival,411K+,88K+
School [HORROR],RootPart Studios,All Ages,144,2952686,53.0M+,Supported,Supported,7/16/2022,10/11/2024,10,Adventure,15K+,20K+
School Bus Simulator 24,JustGames.cc,All Ages,448,90584,34.9M+,Supported,Not Supported,4/15/2020,11/3/2024,8,Simulation,23K+,5917
SCP Games and SCP Monsters,@lolbuih,Ages 9+,2394,575673,622.5M+,Supported,Supported,8/14/2021,11/2/2024,20,Roleplay &amp; Avatar Sim,91K+,23K+
SCP Monsters or Trevor Creatures,@lolbuih,Ages 9+,1741,68941,196.4M+,Supported,Not Supported,2/16/2022,10/31/2024,15,Survival,10K+,6088
SCP: Roleplay,SCP | Roleplay Community,Ages 9+,2188,1065963,339.9M+,Supported,Not Supported,5/16/2020,10/30/2024,40,Roleplay &amp; Avatar Sim,441K+,57K+
